Sexo	Provincias	Tasas	Periodo	Total
Hombres	23 Jaén	Tasa de paro de la población	2020T3	23,56
Hombres	23 Jaén	Tasa de paro de la población	2020T2	22,47
Hombres	23 Jaén	Tasa de paro de la población	2020T1	16,70
Hombres	23 Jaén	Tasa de paro de la población	2019T4	15,88
Hombres	23 Jaén	Tasa de paro de la población	2019T3	18,26
Hombres	23 Jaén	Tasa de paro de la población	2019T2	18,39
Hombres	23 Jaén	Tasa de paro de la población	2019T1	16,71
Hombres	23 Jaén	Tasa de paro de la población	2018T4	16,53
Hombres	23 Jaén	Tasa de paro de la población	2018T3	21,26
Hombres	23 Jaén	Tasa de paro de la población	2018T2	23,35
Hombres	23 Jaén	Tasa de paro de la población	2018T1	20,23
Hombres	23 Jaén	Tasa de paro de la población	2017T4	19,65
Hombres	23 Jaén	Tasa de paro de la población	2017T3	22,08
Hombres	23 Jaén	Tasa de paro de la población	2017T2	28,32
Hombres	23 Jaén	Tasa de paro de la población	2017T1	22,66
Hombres	23 Jaén	Tasa de paro de la población	2016T4	25,36
Hombres	23 Jaén	Tasa de paro de la población	2016T3	28,76
Hombres	23 Jaén	Tasa de paro de la población	2016T2	30,89
Hombres	23 Jaén	Tasa de paro de la población	2016T1	26,78
Hombres	23 Jaén	Tasa de paro de la población	2015T4	25,38
Hombres	23 Jaén	Tasa de paro de la población	2015T3	32,41
Hombres	23 Jaén	Tasa de paro de la población	2015T2	31,68
Hombres	23 Jaén	Tasa de paro de la población	2015T1	31,54
Hombres	23 Jaén	Tasa de paro de la población	2014T4	27,75
Hombres	23 Jaén	Tasa de paro de la población	2014T3	31,43
Hombres	23 Jaén	Tasa de paro de la población	2014T2	31,64
Hombres	23 Jaén	Tasa de paro de la población	2014T1	23,69
Hombres	23 Jaén	Tasa de paro de la población	2013T4	31,10
Hombres	23 Jaén	Tasa de paro de la población	2013T3	36,20
Hombres	23 Jaén	Tasa de paro de la población	2013T2	39,40
Hombres	23 Jaén	Tasa de paro de la población	2013T1	38,45
Hombres	23 Jaén	Tasa de paro de la población	2012T4	33,33
Hombres	23 Jaén	Tasa de paro de la población	2012T3	36,43
Hombres	23 Jaén	Tasa de paro de la población	2012T2	35,60
Hombres	23 Jaén	Tasa de paro de la población	2012T1	27,46
Hombres	23 Jaén	Tasa de paro de la población	2011T4	22,91
Hombres	23 Jaén	Tasa de paro de la población	2011T3	27,24
Hombres	23 Jaén	Tasa de paro de la población	2011T2	25,66
Hombres	23 Jaén	Tasa de paro de la población	2011T1	17,57
Hombres	23 Jaén	Tasa de paro de la población	2010T4	21,07
Hombres	23 Jaén	Tasa de paro de la población	2010T3	22,11
Hombres	23 Jaén	Tasa de paro de la población	2010T2	23,77
Hombres	23 Jaén	Tasa de paro de la población	2010T1	16,59
Hombres	23 Jaén	Tasa de empleo de la población	2021T3	50,46
Hombres	23 Jaén	Tasa de empleo de la población	2021T2	48,11
Hombres	23 Jaén	Tasa de empleo de la población	2021T1	51,61
Hombres	23 Jaén	Tasa de empleo de la población	2020T4	49,88
Hombres	23 Jaén	Tasa de empleo de la población	2020T3	46,31
Hombres	23 Jaén	Tasa de empleo de la población	2020T2	42,86
Hombres	23 Jaén	Tasa de empleo de la población	2020T1	49,94
Hombres	23 Jaén	Tasa de empleo de la población	2019T4	49,89
Hombres	23 Jaén	Tasa de empleo de la población	2019T3	48,27
Hombres	23 Jaén	Tasa de empleo de la población	2019T2	48,38
Hombres	23 Jaén	Tasa de empleo de la población	2019T1	49,39
Hombres	23 Jaén	Tasa de empleo de la población	2018T4	49,36
Hombres	23 Jaén	Tasa de empleo de la población	2018T3	46,37
Hombres	23 Jaén	Tasa de empleo de la población	2018T2	46,17
Hombres	23 Jaén	Tasa de empleo de la población	2018T1	49,30
Hombres	23 Jaén	Tasa de empleo de la población	2017T4	49,95
Hombres	23 Jaén	Tasa de empleo de la población	2017T3	48,80
Hombres	23 Jaén	Tasa de empleo de la población	2017T2	45,78
Hombres	23 Jaén	Tasa de empleo de la población	2017T1	49,60
Hombres	23 Jaén	Tasa de empleo de la población	2016T4	46,82
Hombres	23 Jaén	Tasa de empleo de la población	2016T3	44,16
Hombres	23 Jaén	Tasa de empleo de la población	2016T2	42,66
Hombres	23 Jaén	Tasa de empleo de la población	2016T1	45,30
Hombres	23 Jaén	Tasa de empleo de la población	2015T4	46,68
Hombres	23 Jaén	Tasa de empleo de la población	2015T3	41,13
Hombres	23 Jaén	Tasa de empleo de la población	2015T2	42,17
Hombres	23 Jaén	Tasa de empleo de la población	2015T1	42,73
Hombres	23 Jaén	Tasa de empleo de la población	2014T4	45,36
Hombres	23 Jaén	Tasa de empleo de la población	2014T3	42,81
Hombres	23 Jaén	Tasa de empleo de la población	2014T2	41,96
Hombres	23 Jaén	Tasa de empleo de la población	2014T1	48,42
Hombres	23 Jaén	Tasa de empleo de la población	2013T4	44,53
Hombres	23 Jaén	Tasa de empleo de la población	2013T3	40,21
Hombres	23 Jaén	Tasa de empleo de la población	2013T2	39,28
Hombres	23 Jaén	Tasa de empleo de la población	2013T1	39,05
Hombres	23 Jaén	Tasa de empleo de la población	2012T4	42,26
Hombres	23 Jaén	Tasa de empleo de la población	2012T3	40,29
Hombres	23 Jaén	Tasa de empleo de la población	2012T2	40,22
Hombres	23 Jaén	Tasa de empleo de la población	2012T1	46,03
Hombres	23 Jaén	Tasa de empleo de la población	2011T4	49,24
Hombres	23 Jaén	Tasa de empleo de la población	2011T3	45,40
Hombres	23 Jaén	Tasa de empleo de la población	2011T2	46,19
Hombres	23 Jaén	Tasa de empleo de la población	2011T1	52,05
Hombres	23 Jaén	Tasa de empleo de la población	2010T4	50,97
Hombres	23 Jaén	Tasa de empleo de la población	2010T3	49,40
Hombres	23 Jaén	Tasa de empleo de la población	2010T2	48,45
Hombres	23 Jaén	Tasa de empleo de la población	2010T1	53,55
Hombres	24 León	Tasa de actividad	2021T3	56,86
Hombres	24 León	Tasa de actividad	2021T2	55,48
Hombres	24 León	Tasa de actividad	2021T1	55,07
Hombres	24 León	Tasa de actividad	2020T4	54,27
Hombres	24 León	Tasa de actividad	2020T3	54,20
Hombres	24 León	Tasa de actividad	2020T2	51,87
Hombres	24 León	Tasa de actividad	2020T1	54,93
Hombres	24 León	Tasa de actividad	2019T4	56,74
Hombres	24 León	Tasa de actividad	2019T3	58,09
Hombres	24 León	Tasa de actividad	2019T2	58,58
Hombres	24 León	Tasa de actividad	2019T1	55,83
Hombres	24 León	Tasa de actividad	2018T4	55,74
Hombres	24 León	Tasa de actividad	2018T3	56,67
Hombres	24 León	Tasa de actividad	2018T2	54,92
Hombres	24 León	Tasa de actividad	2018T1	54,19
Hombres	24 León	Tasa de actividad	2017T4	53,97
Hombres	24 León	Tasa de actividad	2017T3	55,38
Hombres	24 León	Tasa de actividad	2017T2	56,68
Hombres	24 León	Tasa de actividad	2017T1	56,06
Hombres	24 León	Tasa de actividad	2016T4	55,99
Hombres	24 León	Tasa de actividad	2016T3	57,11
Hombres	24 León	Tasa de actividad	2016T2	55,90
Hombres	24 León	Tasa de actividad	2016T1	54,61
Hombres	24 León	Tasa de actividad	2015T4	53,88
Hombres	24 León	Tasa de actividad	2015T3	55,82
Hombres	24 León	Tasa de actividad	2015T2	54,59
Hombres	24 León	Tasa de actividad	2015T1	56,10
Hombres	24 León	Tasa de actividad	2014T4	56,39
Hombres	24 León	Tasa de actividad	2014T3	57,86
Hombres	24 León	Tasa de actividad	2014T2	58,00
Hombres	24 León	Tasa de actividad	2014T1	55,67
Hombres	24 León	Tasa de actividad	2013T4	55,95
Hombres	24 León	Tasa de actividad	2013T3	55,30
Hombres	24 León	Tasa de actividad	2013T2	54,95
Hombres	24 León	Tasa de actividad	2013T1	55,62
Hombres	24 León	Tasa de actividad	2012T4	56,58
Hombres	24 León	Tasa de actividad	2012T3	57,80
Hombres	24 León	Tasa de actividad	2012T2	58,07
Hombres	24 León	Tasa de actividad	2012T1	57,46
Hombres	24 León	Tasa de actividad	2011T4	58,40
Hombres	24 León	Tasa de actividad	2011T3	57,82
Hombres	24 León	Tasa de actividad	2011T2	57,05
Hombres	24 León	Tasa de actividad	2011T1	56,57
Hombres	24 León	Tasa de actividad	2010T4	56,71
Hombres	24 León	Tasa de actividad	2010T3	58,64
Hombres	24 León	Tasa de actividad	2010T2	58,78
Hombres	24 León	Tasa de actividad	2010T1	58,19
Hombres	24 León	Tasa de paro de la población	2021T3	9,62
Hombres	24 León	Tasa de paro de la población	2021T2	13,76
Hombres	24 León	Tasa de paro de la población	2021T1	12,69
Hombres	24 León	Tasa de paro de la población	2020T4	10,13
Hombres	24 León	Tasa de paro de la población	2020T3	11,78
Hombres	24 León	Tasa de paro de la población	2020T2	16,39
Hombres	24 León	Tasa de paro de la población	2020T1	15,93
Hombres	24 León	Tasa de paro de la población	2019T4	11,69
Hombres	24 León	Tasa de paro de la población	2019T3	10,93
Hombres	24 León	Tasa de paro de la población	2019T2	10,64
Hombres	24 León	Tasa de paro de la población	2019T1	11,08
Hombres	24 León	Tasa de paro de la población	2018T4	9,99
Hombres	24 León	Tasa de paro de la población	2018T3	9,25
Hombres	24 León	Tasa de paro de la población	2018T2	8,70
Hombres	24 León	Tasa de paro de la población	2018T1	11,79
Hombres	24 León	Tasa de paro de la población	2017T4	12,02
Hombres	24 León	Tasa de paro de la población	2017T3	13,94
Hombres	24 León	Tasa de paro de la población	2017T2	15,21
Hombres	24 León	Tasa de paro de la población	2017T1	17,47
Hombres	24 León	Tasa de paro de la población	2016T4	18,07
Hombres	24 León	Tasa de paro de la población	2016T3	16,00
Hombres	24 León	Tasa de paro de la población	2016T2	19,83
Hombres	24 León	Tasa de paro de la población	2016T1	20,67
Hombres	24 León	Tasa de paro de la población	2015T4	19,21
Hombres	24 León	Tasa de paro de la población	2015T3	18,45
Hombres	24 León	Tasa de paro de la población	2015T2	19,17
Hombres	24 León	Tasa de paro de la población	2015T1	21,62
Hombres	24 León	Tasa de paro de la población	2014T4	21,68
Hombres	24 León	Tasa de paro de la población	2014T3	20,88
Hombres	24 León	Tasa de paro de la población	2014T2	25,11
Hombres	24 León	Tasa de paro de la población	2014T1	25,77
Hombres	24 León	Tasa de paro de la población	2013T4	25,36
Hombres	24 León	Tasa de paro de la población	2013T3	21,79
Hombres	24 León	Tasa de paro de la población	2013T2	22,21
Hombres	24 León	Tasa de paro de la población	2013T1	23,15
Hombres	24 León	Tasa de paro de la población	2012T4	21,46
Hombres	24 León	Tasa de paro de la población	2012T3	21,03
Hombres	24 León	Tasa de paro de la población	2012T2	20,40
Hombres	24 León	Tasa de paro de la población	2012T1	19,28
Hombres	24 León	Tasa de paro de la población	2011T4	17,51
Hombres	24 León	Tasa de paro de la población	2011T3	15,17
Hombres	24 León	Tasa de paro de la población	2011T2	16,44
Hombres	24 León	Tasa de paro de la población	2011T1	17,58
Hombres	24 León	Tasa de paro de la población	2010T4	15,49
Hombres	24 León	Tasa de paro de la población	2010T3	13,42
Hombres	24 León	Tasa de paro de la población	2010T2	13,62
Hombres	24 León	Tasa de paro de la población	2010T1	16,03
Hombres	24 León	Tasa de empleo de la población	2021T3	51,39
Hombres	24 León	Tasa de empleo de la población	2021T2	47,84
Hombres	24 León	Tasa de empleo de la población	2021T1	48,08
Hombres	24 León	Tasa de empleo de la población	2020T4	48,78
Hombres	24 León	Tasa de empleo de la población	2020T3	47,81
Hombres	24 León	Tasa de empleo de la población	2020T2	43,37
Hombres	24 León	Tasa de empleo de la población	2020T1	46,18
Hombres	24 León	Tasa de empleo de la población	2019T4	50,11
Hombres	24 León	Tasa de empleo de la población	2019T3	51,74
Hombres	24 León	Tasa de empleo de la población	2019T2	52,34
Hombres	24 León	Tasa de empleo de la población	2019T1	49,65
Hombres	24 León	Tasa de empleo de la población	2018T4	50,17
Hombres	24 León	Tasa de empleo de la población	2018T3	51,43
Hombres	24 León	Tasa de empleo de la población	2018T2	50,14
Hombres	24 León	Tasa de empleo de la población	2018T1	47,80
Hombres	24 León	Tasa de empleo de la población	2017T4	47,48
Hombres	24 León	Tasa de empleo de la población	2017T3	47,66
Hombres	24 León	Tasa de empleo de la población	2017T2	48,06
Hombres	24 León	Tasa de empleo de la población	2017T1	46,26
Hombres	24 León	Tasa de empleo de la población	2016T4	45,87
Hombres	24 León	Tasa de empleo de la población	2016T3	47,97
Hombres	24 León	Tasa de empleo de la población	2016T2	44,81
Hombres	24 León	Tasa de empleo de la población	2016T1	43,32
Hombres	24 León	Tasa de empleo de la población	2015T4	43,53
Hombres	24 León	Tasa de empleo de la población	2015T3	45,52
Hombres	24 León	Tasa de empleo de la población	2015T2	44,13
Hombres	24 León	Tasa de empleo de la población	2015T1	43,97
Hombres	24 León	Tasa de empleo de la población	2014T4	44,17
Hombres	24 León	Tasa de empleo de la población	2014T3	45,77
Hombres	24 León	Tasa de empleo de la población	2014T2	43,44
Hombres	24 León	Tasa de empleo de la población	2014T1	41,32
Hombres	24 León	Tasa de empleo de la población	2013T4	41,76
Hombres	24 León	Tasa de empleo de la población	2013T3	43,25
Hombres	24 León	Tasa de empleo de la población	2013T2	42,75
Hombres	24 León	Tasa de empleo de la población	2013T1	42,74
Hombres	24 León	Tasa de empleo de la población	2012T4	44,43
Hombres	24 León	Tasa de empleo de la población	2012T3	45,64
Hombres	24 León	Tasa de empleo de la población	2012T2	46,22
Hombres	24 León	Tasa de empleo de la población	2012T1	46,38
Hombres	24 León	Tasa de empleo de la población	2011T4	48,18
Hombres	24 León	Tasa de empleo de la población	2011T3	49,05
Hombres	24 León	Tasa de empleo de la población	2011T2	47,67
Hombres	24 León	Tasa de empleo de la población	2011T1	46,62
Hombres	24 León	Tasa de empleo de la población	2010T4	47,93
Hombres	24 León	Tasa de empleo de la población	2010T3	50,77
Hombres	24 León	Tasa de empleo de la población	2010T2	50,77
Hombres	24 León	Tasa de empleo de la población	2010T1	48,86
Hombres	25 Lleida	Tasa de actividad	2021T3	68,52
Hombres	25 Lleida	Tasa de actividad	2021T2	66,84
Hombres	25 Lleida	Tasa de actividad	2021T1	67,06
Hombres	25 Lleida	Tasa de actividad	2020T4	67,34
Hombres	25 Lleida	Tasa de actividad	2020T3	64,01
Hombres	25 Lleida	Tasa de actividad	2020T2	63,32
Hombres	25 Lleida	Tasa de actividad	2020T1	64,98
Hombres	25 Lleida	Tasa de actividad	2019T4	67,06
Hombres	25 Lleida	Tasa de actividad	2019T3	68,38
Hombres	25 Lleida	Tasa de actividad	2019T2	67,21
Hombres	25 Lleida	Tasa de actividad	2019T1	66,25
Hombres	25 Lleida	Tasa de actividad	2018T4	67,64
Hombres	25 Lleida	Tasa de actividad	2018T3	65,37
Hombres	25 Lleida	Tasa de actividad	2018T2	64,04
Hombres	25 Lleida	Tasa de actividad	2018T1	61,27
Hombres	25 Lleida	Tasa de actividad	2017T4	65,30
Hombres	25 Lleida	Tasa de actividad	2017T3	66,69
Hombres	25 Lleida	Tasa de actividad	2017T2	65,27
Hombres	25 Lleida	Tasa de actividad	2017T1	65,13
Hombres	25 Lleida	Tasa de actividad	2016T4	64,73
Hombres	25 Lleida	Tasa de actividad	2016T3	65,20
Hombres	25 Lleida	Tasa de actividad	2016T2	67,47
Hombres	25 Lleida	Tasa de actividad	2016T1	70,53
Hombres	25 Lleida	Tasa de actividad	2015T4	69,68
Hombres	25 Lleida	Tasa de actividad	2015T3	69,11
Hombres	25 Lleida	Tasa de actividad	2015T2	69,50
Hombres	25 Lleida	Tasa de actividad	2015T1	69,17
Hombres	25 Lleida	Tasa de actividad	2014T4	68,51
Hombres	25 Lleida	Tasa de actividad	2014T3	67,02
Hombres	25 Lleida	Tasa de actividad	2014T2	66,80
Hombres	25 Lleida	Tasa de actividad	2014T1	66,39
Hombres	25 Lleida	Tasa de actividad	2013T4	68,47
Hombres	25 Lleida	Tasa de actividad	2013T3	68,35
Hombres	25 Lleida	Tasa de actividad	2013T2	69,18
Hombres	25 Lleida	Tasa de actividad	2013T1	66,94
Hombres	25 Lleida	Tasa de actividad	2012T4	68,06
Hombres	25 Lleida	Tasa de actividad	2012T3	68,94
Hombres	25 Lleida	Tasa de actividad	2012T2	67,50
Hombres	25 Lleida	Tasa de actividad	2012T1	68,90
Hombres	25 Lleida	Tasa de actividad	2011T4	68,37
Hombres	25 Lleida	Tasa de actividad	2011T3	66,62
Hombres	25 Lleida	Tasa de actividad	2011T2	68,90
Hombres	25 Lleida	Tasa de actividad	2011T1	67,68
Hombres	25 Lleida	Tasa de actividad	2010T4	66,81
Hombres	25 Lleida	Tasa de actividad	2010T3	66,70
Hombres	25 Lleida	Tasa de actividad	2010T2	70,33
Hombres	25 Lleida	Tasa de actividad	2010T1	69,79
Hombres	25 Lleida	Tasa de paro de la población	2021T3	9,09
Hombres	25 Lleida	Tasa de paro de la población	2021T2	9,44
Hombres	25 Lleida	Tasa de paro de la población	2021T1	8,89
Hombres	25 Lleida	Tasa de paro de la población	2020T4	12,23
Hombres	25 Lleida	Tasa de paro de la población	2020T3	10,66
Hombres	25 Lleida	Tasa de paro de la población	2020T2	6,99
Hombres	25 Lleida	Tasa de paro de la población	2020T1	6,83
Hombres	25 Lleida	Tasa de paro de la población	2019T4	7,41
Hombres	25 Lleida	Tasa de paro de la población	2019T3	9,46
Hombres	25 Lleida	Tasa de paro de la población	2019T2	10,88
Hombres	25 Lleida	Tasa de paro de la población	2019T1	10,07
Hombres	25 Lleida	Tasa de paro de la población	2018T4	11,56
Hombres	25 Lleida	Tasa de paro de la población	2018T3	7,47
Hombres	25 Lleida	Tasa de paro de la población	2018T2	9,58
Hombres	25 Lleida	Tasa de paro de la población	2018T1	10,27
Hombres	25 Lleida	Tasa de paro de la población	2017T4	11,74
Hombres	25 Lleida	Tasa de paro de la población	2017T3	8,76
Hombres	25 Lleida	Tasa de paro de la población	2017T2	10,37
Hombres	25 Lleida	Tasa de paro de la población	2017T1	9,20
Hombres	25 Lleida	Tasa de paro de la población	2016T4	9,46
Hombres	25 Lleida	Tasa de paro de la población	2016T3	7,66
Hombres	25 Lleida	Tasa de paro de la población	2016T2	9,42
Hombres	25 Lleida	Tasa de paro de la población	2016T1	12,65
Hombres	25 Lleida	Tasa de paro de la población	2015T4	13,07
Hombres	25 Lleida	Tasa de paro de la población	2015T3	11,28
Hombres	25 Lleida	Tasa de paro de la población	2015T2	12,94
Hombres	25 Lleida	Tasa de paro de la población	2015T1	14,86
Hombres	25 Lleida	Tasa de paro de la población	2014T4	12,21
Hombres	25 Lleida	Tasa de paro de la población	2014T3	12,24
Hombres	25 Lleida	Tasa de paro de la población	2014T2	14,42
Hombres	25 Lleida	Tasa de paro de la población	2014T1	16,31
Hombres	25 Lleida	Tasa de paro de la población	2013T4	15,46
Hombres	25 Lleida	Tasa de paro de la población	2013T3	15,31
Hombres	25 Lleida	Tasa de paro de la población	2013T2	18,97
Hombres	25 Lleida	Tasa de paro de la población	2013T1	15,44
Hombres	25 Lleida	Tasa de paro de la población	2012T4	18,22
Hombres	25 Lleida	Tasa de paro de la población	2012T3	16,44
Hombres	25 Lleida	Tasa de paro de la población	2012T2	20,18
Hombres	25 Lleida	Tasa de paro de la población	2012T1	20,19
Hombres	25 Lleida	Tasa de paro de la población	2011T4	14,88
Hombres	25 Lleida	Tasa de paro de la población	2011T3	13,46
Hombres	25 Lleida	Tasa de paro de la población	2011T2	14,17
Hombres	25 Lleida	Tasa de paro de la población	2011T1	11,83
Hombres	25 Lleida	Tasa de paro de la población	2010T4	13,67
Hombres	25 Lleida	Tasa de paro de la población	2010T3	14,08
Hombres	25 Lleida	Tasa de paro de la población	2010T2	14,91
Hombres	25 Lleida	Tasa de paro de la población	2010T1	14,98
Hombres	25 Lleida	Tasa de empleo de la población	2021T3	62,29
Hombres	25 Lleida	Tasa de empleo de la población	2021T2	60,53
Hombres	25 Lleida	Tasa de empleo de la población	2021T1	61,09
Hombres	25 Lleida	Tasa de empleo de la población	2020T4	59,11
Hombres	25 Lleida	Tasa de empleo de la población	2020T3	57,19
Hombres	25 Lleida	Tasa de empleo de la población	2020T2	58,90
Hombres	25 Lleida	Tasa de empleo de la población	2020T1	60,54
Hombres	25 Lleida	Tasa de empleo de la población	2019T4	62,09
Hombres	25 Lleida	Tasa de empleo de la población	2019T3	61,91
Hombres	25 Lleida	Tasa de empleo de la población	2019T2	59,90
Hombres	25 Lleida	Tasa de empleo de la población	2019T1	59,58
Hombres	25 Lleida	Tasa de empleo de la población	2018T4	59,82
Hombres	25 Lleida	Tasa de empleo de la población	2018T3	60,49
Hombres	25 Lleida	Tasa de empleo de la población	2018T2	57,91
Hombres	25 Lleida	Tasa de empleo de la población	2018T1	54,97
Hombres	25 Lleida	Tasa de empleo de la población	2017T4	57,63
Hombres	25 Lleida	Tasa de empleo de la población	2017T3	60,85
Hombres	25 Lleida	Tasa de empleo de la población	2017T2	58,51
Hombres	25 Lleida	Tasa de empleo de la población	2017T1	59,14
Hombres	25 Lleida	Tasa de empleo de la población	2016T4	58,61
Hombres	25 Lleida	Tasa de empleo de la población	2016T3	60,21
Hombres	25 Lleida	Tasa de empleo de la población	2016T2	61,11
Hombres	25 Lleida	Tasa de empleo de la población	2016T1	61,60
Hombres	25 Lleida	Tasa de empleo de la población	2015T4	60,57
Hombres	25 Lleida	Tasa de empleo de la población	2015T3	61,32
Hombres	25 Lleida	Tasa de empleo de la población	2015T2	60,51
Hombres	25 Lleida	Tasa de empleo de la población	2015T1	58,89
Hombres	25 Lleida	Tasa de empleo de la población	2014T4	60,15
Hombres	25 Lleida	Tasa de empleo de la población	2014T3	58,82
Hombres	25 Lleida	Tasa de empleo de la población	2014T2	57,17
Hombres	25 Lleida	Tasa de empleo de la población	2014T1	55,56
Hombres	25 Lleida	Tasa de empleo de la población	2013T4	57,89
Hombres	25 Lleida	Tasa de empleo de la población	2013T3	57,88
Hombres	25 Lleida	Tasa de empleo de la población	2013T2	56,06
Hombres	25 Lleida	Tasa de empleo de la población	2013T1	56,60
Hombres	25 Lleida	Tasa de empleo de la población	2012T4	55,66
Hombres	25 Lleida	Tasa de empleo de la población	2012T3	57,61
Hombres	25 Lleida	Tasa de empleo de la población	2012T2	53,89
Hombres	25 Lleida	Tasa de empleo de la población	2012T1	54,99
Hombres	25 Lleida	Tasa de empleo de la población	2011T4	58,20
Hombres	25 Lleida	Tasa de empleo de la población	2011T3	57,65
Hombres	25 Lleida	Tasa de empleo de la población	2011T2	59,13
Hombres	25 Lleida	Tasa de empleo de la población	2011T1	59,67
Hombres	25 Lleida	Tasa de empleo de la población	2010T4	57,68
Hombres	25 Lleida	Tasa de empleo de la población	2010T3	57,31
Hombres	25 Lleida	Tasa de empleo de la población	2010T2	59,84
Hombres	25 Lleida	Tasa de empleo de la población	2010T1	59,34
Hombres	27 Lugo	Tasa de actividad	2021T3	56,39
Hombres	27 Lugo	Tasa de actividad	2021T2	57,02
Hombres	27 Lugo	Tasa de actividad	2021T1	55,95
Hombres	27 Lugo	Tasa de actividad	2020T4	56,44
Hombres	27 Lugo	Tasa de actividad	2020T3	56,55
Hombres	27 Lugo	Tasa de actividad	2020T2	52,81
Hombres	27 Lugo	Tasa de actividad	2020T1	55,00
Hombres	27 Lugo	Tasa de actividad	2019T4	56,06
Hombres	27 Lugo	Tasa de actividad	2019T3	55,01
Hombres	27 Lugo	Tasa de actividad	2019T2	53,84
Hombres	27 Lugo	Tasa de actividad	2019T1	53,37
Hombres	27 Lugo	Tasa de actividad	2018T4	55,75
Hombres	27 Lugo	Tasa de actividad	2018T3	56,42
Hombres	27 Lugo	Tasa de actividad	2018T2	54,99
Hombres	27 Lugo	Tasa de actividad	2018T1	55,21
Hombres	27 Lugo	Tasa de actividad	2017T4	56,61
Hombres	27 Lugo	Tasa de actividad	2017T3	57,51
Hombres	27 Lugo	Tasa de actividad	2017T2	56,80
Hombres	27 Lugo	Tasa de actividad	2017T1	56,81
Hombres	27 Lugo	Tasa de actividad	2016T4	55,60
Hombres	27 Lugo	Tasa de actividad	2016T3	56,78
Hombres	27 Lugo	Tasa de actividad	2016T2	57,44
Hombres	27 Lugo	Tasa de actividad	2016T1	57,00
Hombres	27 Lugo	Tasa de actividad	2015T4	57,84
Hombres	27 Lugo	Tasa de actividad	2015T3	56,08
Hombres	27 Lugo	Tasa de actividad	2015T2	56,00
Hombres	27 Lugo	Tasa de actividad	2015T1	55,21
Hombres	27 Lugo	Tasa de actividad	2014T4	54,84
Hombres	27 Lugo	Tasa de actividad	2014T3	56,02
Hombres	27 Lugo	Tasa de actividad	2014T2	55,55
Hombres	27 Lugo	Tasa de actividad	2014T1	56,82
Hombres	27 Lugo	Tasa de actividad	2013T4	56,91
Hombres	27 Lugo	Tasa de actividad	2013T3	57,37
Hombres	27 Lugo	Tasa de actividad	2013T2	56,49
Hombres	27 Lugo	Tasa de actividad	2013T1	56,15
Hombres	27 Lugo	Tasa de actividad	2012T4	56,45
Hombres	27 Lugo	Tasa de actividad	2012T3	56,72
Hombres	27 Lugo	Tasa de actividad	2012T2	56,82
Hombres	27 Lugo	Tasa de actividad	2012T1	55,95
Hombres	27 Lugo	Tasa de actividad	2011T4	56,93
Hombres	27 Lugo	Tasa de actividad	2011T3	58,57
Hombres	27 Lugo	Tasa de actividad	2011T2	58,05
Hombres	27 Lugo	Tasa de actividad	2011T1	58,39
Hombres	27 Lugo	Tasa de actividad	2010T4	57,90
Hombres	27 Lugo	Tasa de actividad	2010T3	59,16
Hombres	27 Lugo	Tasa de actividad	2010T2	57,73
Hombres	27 Lugo	Tasa de actividad	2010T1	56,27
Hombres	27 Lugo	Tasa de paro de la población	2021T3	9,59
Hombres	27 Lugo	Tasa de paro de la población	2021T2	9,69
Hombres	27 Lugo	Tasa de paro de la población	2021T1	8,67
Hombres	27 Lugo	Tasa de paro de la población	2020T4	6,92
Hombres	27 Lugo	Tasa de paro de la población	2020T3	8,27
Hombres	27 Lugo	Tasa de paro de la población	2020T2	7,82
Hombres	27 Lugo	Tasa de paro de la población	2020T1	6,90
Hombres	27 Lugo	Tasa de paro de la población	2019T4	7,93
Hombres	27 Lugo	Tasa de paro de la población	2019T3	6,04
Hombres	27 Lugo	Tasa de paro de la población	2019T2	7,11
Hombres	27 Lugo	Tasa de paro de la población	2019T1	8,96
Hombres	27 Lugo	Tasa de paro de la población	2018T4	7,18
Hombres	27 Lugo	Tasa de paro de la población	2018T3	6,85
Hombres	27 Lugo	Tasa de paro de la población	2018T2	7,78
Hombres	27 Lugo	Tasa de paro de la población	2018T1	8,60
Hombres	27 Lugo	Tasa de paro de la población	2017T4	10,67
Hombres	27 Lugo	Tasa de paro de la población	2017T3	9,76
Hombres	27 Lugo	Tasa de paro de la población	2017T2	12,18
Hombres	27 Lugo	Tasa de paro de la población	2017T1	13,59
Hombres	27 Lugo	Tasa de paro de la población	2016T4	13,78
Hombres	27 Lugo	Tasa de paro de la población	2016T3	13,77
Hombres	27 Lugo	Tasa de paro de la población	2016T2	13,59
Hombres	27 Lugo	Tasa de paro de la población	2016T1	15,07
Hombres	27 Lugo	Tasa de paro de la población	2015T4	14,55
Hombres	27 Lugo	Tasa de paro de la población	2015T3	14,07
Hombres	27 Lugo	Tasa de paro de la población	2015T2	15,80
Hombres	27 Lugo	Tasa de paro de la población	2015T1	16,36
Hombres	27 Lugo	Tasa de paro de la población	2014T4	15,07
Hombres	27 Lugo	Tasa de paro de la población	2014T3	15,36
Hombres	27 Lugo	Tasa de paro de la población	2014T2	20,01
Hombres	27 Lugo	Tasa de paro de la población	2014T1	22,07
Hombres	27 Lugo	Tasa de paro de la población	2013T4	18,52
Hombres	27 Lugo	Tasa de paro de la población	2013T3	17,26
Hombres	27 Lugo	Tasa de paro de la población	2013T2	19,62
Hombres	27 Lugo	Tasa de paro de la población	2013T1	22,60
