sexo,ccaa,edad,periodo,miles,cod_ca,year,tri
Mujeres,Extremadura,De 25 a 34 años,2014T2,39.4,11,2014,2
Mujeres,Extremadura,De 25 a 34 años,2014T1,35.9,11,2014,1
Mujeres,Extremadura,De 25 a 34 años,2013T4,35.2,11,2013,4
Mujeres,Extremadura,De 25 a 34 años,2013T3,36.3,11,2013,3
Mujeres,Extremadura,De 25 a 34 años,2013T2,38.6,11,2013,2
Mujeres,Extremadura,De 25 a 34 años,2013T1,39.1,11,2013,1
Mujeres,Extremadura,De 25 a 34 años,2012T4,37.0,11,2012,4
Mujeres,Extremadura,De 25 a 34 años,2012T3,35.7,11,2012,3
Mujeres,Extremadura,De 25 a 34 años,2012T2,37.3,11,2012,2
Mujeres,Extremadura,De 25 a 34 años,2012T1,38.7,11,2012,1
Mujeres,Extremadura,De 25 a 34 años,2011T4,40.9,11,2011,4
Mujeres,Extremadura,De 25 a 34 años,2011T3,44.6,11,2011,3
Mujeres,Extremadura,De 25 a 34 años,2011T2,45.3,11,2011,2
Mujeres,Extremadura,De 25 a 34 años,2011T1,45.6,11,2011,1
Mujeres,Extremadura,De 35 a 44 años,2020T4,46.1,11,2020,4
Mujeres,Extremadura,De 35 a 44 años,2020T3,45.6,11,2020,3
Mujeres,Extremadura,De 35 a 44 años,2020T2,42.8,11,2020,2
Mujeres,Extremadura,De 35 a 44 años,2020T1,44.7,11,2020,1
Mujeres,Extremadura,De 35 a 44 años,2019T4,46.9,11,2019,4
Mujeres,Extremadura,De 35 a 44 años,2019T3,48.0,11,2019,3
Mujeres,Extremadura,De 35 a 44 años,2019T2,46.4,11,2019,2
Mujeres,Extremadura,De 35 a 44 años,2019T1,44.3,11,2019,1
Mujeres,Extremadura,De 35 a 44 años,2018T4,45.2,11,2018,4
Mujeres,Extremadura,De 35 a 44 años,2018T3,47.2,11,2018,3
Mujeres,Extremadura,De 35 a 44 años,2018T2,47.3,11,2018,2
Mujeres,Extremadura,De 35 a 44 años,2018T1,47.3,11,2018,1
Mujeres,Extremadura,De 35 a 44 años,2017T4,48.8,11,2017,4
Mujeres,Extremadura,De 35 a 44 años,2017T3,47.6,11,2017,3
Mujeres,Extremadura,De 35 a 44 años,2017T2,46.9,11,2017,2
Mujeres,Extremadura,De 35 a 44 años,2017T1,45.3,11,2017,1
Mujeres,Extremadura,De 35 a 44 años,2016T4,43.0,11,2016,4
Mujeres,Extremadura,De 35 a 44 años,2016T3,46.7,11,2016,3
Mujeres,Extremadura,De 35 a 44 años,2016T2,44.5,11,2016,2
Mujeres,Extremadura,De 35 a 44 años,2016T1,40.6,11,2016,1
Mujeres,Extremadura,De 35 a 44 años,2015T4,40.5,11,2015,4
Mujeres,Extremadura,De 35 a 44 años,2015T3,40.4,11,2015,3
Mujeres,Extremadura,De 35 a 44 años,2015T2,41.2,11,2015,2
Mujeres,Extremadura,De 35 a 44 años,2015T1,38.8,11,2015,1
Mujeres,Extremadura,De 35 a 44 años,2014T4,42.1,11,2014,4
Mujeres,Extremadura,De 35 a 44 años,2014T3,43.4,11,2014,3
Mujeres,Extremadura,De 35 a 44 años,2014T2,43.0,11,2014,2
Mujeres,Extremadura,De 35 a 44 años,2014T1,42.0,11,2014,1
Mujeres,Extremadura,De 35 a 44 años,2013T4,42.8,11,2013,4
Mujeres,Extremadura,De 35 a 44 años,2013T3,46.9,11,2013,3
Mujeres,Extremadura,De 35 a 44 años,2013T2,45.3,11,2013,2
Mujeres,Extremadura,De 35 a 44 años,2013T1,43.1,11,2013,1
Mujeres,Extremadura,De 35 a 44 años,2012T4,42.3,11,2012,4
Mujeres,Extremadura,De 35 a 44 años,2012T3,42.5,11,2012,3
Mujeres,Extremadura,De 35 a 44 años,2012T2,38.4,11,2012,2
Mujeres,Extremadura,De 35 a 44 años,2012T1,41.0,11,2012,1
Mujeres,Extremadura,De 35 a 44 años,2011T4,41.7,11,2011,4
Mujeres,Extremadura,De 35 a 44 años,2011T3,45.7,11,2011,3
Mujeres,Extremadura,De 35 a 44 años,2011T2,46.9,11,2011,2
Mujeres,Extremadura,De 35 a 44 años,2011T1,42.9,11,2011,1
Mujeres,Extremadura,De 45 a 54 años,2020T4,48.9,11,2020,4
Mujeres,Extremadura,De 45 a 54 años,2020T3,45.7,11,2020,3
Mujeres,Extremadura,De 45 a 54 años,2020T2,44.6,11,2020,2
Mujeres,Extremadura,De 45 a 54 años,2020T1,44.1,11,2020,1
Mujeres,Extremadura,De 45 a 54 años,2019T4,44.5,11,2019,4
Mujeres,Extremadura,De 45 a 54 años,2019T3,46.5,11,2019,3
Mujeres,Extremadura,De 45 a 54 años,2019T2,45.3,11,2019,2
Mujeres,Extremadura,De 45 a 54 años,2019T1,42.5,11,2019,1
Mujeres,Extremadura,De 45 a 54 años,2018T4,41.3,11,2018,4
Mujeres,Extremadura,De 45 a 54 años,2018T3,42.0,11,2018,3
Mujeres,Extremadura,De 45 a 54 años,2018T2,41.9,11,2018,2
Mujeres,Extremadura,De 45 a 54 años,2018T1,40.5,11,2018,1
Mujeres,Extremadura,De 45 a 54 años,2017T4,40.4,11,2017,4
Mujeres,Extremadura,De 45 a 54 años,2017T3,43.1,11,2017,3
Mujeres,Extremadura,De 45 a 54 años,2017T2,45.0,11,2017,2
Mujeres,Extremadura,De 45 a 54 años,2017T1,41.4,11,2017,1
Mujeres,Extremadura,De 45 a 54 años,2016T4,41.2,11,2016,4
Mujeres,Extremadura,De 45 a 54 años,2016T3,41.4,11,2016,3
Mujeres,Extremadura,De 45 a 54 años,2016T2,43.5,11,2016,2
Mujeres,Extremadura,De 45 a 54 años,2016T1,40.8,11,2016,1
Mujeres,Extremadura,De 45 a 54 años,2015T4,41.1,11,2015,4
Mujeres,Extremadura,De 45 a 54 años,2015T3,41.9,11,2015,3
Mujeres,Extremadura,De 45 a 54 años,2015T2,39.7,11,2015,2
Mujeres,Extremadura,De 45 a 54 años,2015T1,39.4,11,2015,1
Mujeres,Extremadura,De 45 a 54 años,2014T4,38.6,11,2014,4
Mujeres,Extremadura,De 45 a 54 años,2014T3,39.4,11,2014,3
Mujeres,Extremadura,De 45 a 54 años,2014T2,36.9,11,2014,2
Mujeres,Extremadura,De 45 a 54 años,2014T1,38.8,11,2014,1
Mujeres,Extremadura,De 45 a 54 años,2013T4,38.6,11,2013,4
Mujeres,Extremadura,De 45 a 54 años,2013T3,38.6,11,2013,3
Mujeres,Extremadura,De 45 a 54 años,2013T2,37.0,11,2013,2
Mujeres,Extremadura,De 45 a 54 años,2013T1,37.4,11,2013,1
Mujeres,Extremadura,De 45 a 54 años,2012T4,38.7,11,2012,4
Mujeres,Extremadura,De 45 a 54 años,2012T3,39.3,11,2012,3
Mujeres,Extremadura,De 45 a 54 años,2012T2,35.9,11,2012,2
Mujeres,Extremadura,De 45 a 54 años,2012T1,36.9,11,2012,1
Mujeres,Extremadura,De 45 a 54 años,2011T4,39.7,11,2011,4
Mujeres,Extremadura,De 45 a 54 años,2011T3,36.9,11,2011,3
Mujeres,Extremadura,De 45 a 54 años,2011T2,37.1,11,2011,2
Mujeres,Extremadura,De 45 a 54 años,2011T1,36.8,11,2011,1
Mujeres,Extremadura,55 y más años,2020T4,33.1,11,2020,4
Mujeres,Extremadura,55 y más años,2020T3,31.9,11,2020,3
Mujeres,Extremadura,55 y más años,2020T2,33.5,11,2020,2
Mujeres,Extremadura,55 y más años,2020T1,30.9,11,2020,1
Mujeres,Extremadura,55 y más años,2019T4,29.6,11,2019,4
Mujeres,Extremadura,55 y más años,2019T3,31.8,11,2019,3
Mujeres,Extremadura,55 y más años,2019T2,31.3,11,2019,2
Mujeres,Extremadura,55 y más años,2019T1,29.8,11,2019,1
Mujeres,Extremadura,55 y más años,2018T4,30.3,11,2018,4
Mujeres,Extremadura,55 y más años,2018T3,29.2,11,2018,3
Mujeres,Extremadura,55 y más años,2018T2,27.7,11,2018,2
Mujeres,Extremadura,55 y más años,2018T1,23.1,11,2018,1
Mujeres,Extremadura,55 y más años,2017T4,22.7,11,2017,4
Mujeres,Extremadura,55 y más años,2017T3,21.1,11,2017,3
Mujeres,Extremadura,55 y más años,2017T2,21.5,11,2017,2
Mujeres,Extremadura,55 y más años,2017T1,17.0,11,2017,1
Mujeres,Extremadura,55 y más años,2016T4,19.7,11,2016,4
Mujeres,Extremadura,55 y más años,2016T3,20.9,11,2016,3
Mujeres,Extremadura,55 y más años,2016T2,22.8,11,2016,2
Mujeres,Extremadura,55 y más años,2016T1,21.7,11,2016,1
Mujeres,Extremadura,55 y más años,2015T4,20.7,11,2015,4
Mujeres,Extremadura,55 y más años,2015T3,21.7,11,2015,3
Mujeres,Extremadura,55 y más años,2015T2,20.3,11,2015,2
Mujeres,Extremadura,55 y más años,2015T1,21.0,11,2015,1
Mujeres,Extremadura,55 y más años,2014T4,21.0,11,2014,4
Mujeres,Extremadura,55 y más años,2014T3,19.4,11,2014,3
Mujeres,Extremadura,55 y más años,2014T2,20.0,11,2014,2
Mujeres,Extremadura,55 y más años,2014T1,19.0,11,2014,1
Mujeres,Extremadura,55 y más años,2013T4,18.8,11,2013,4
Mujeres,Extremadura,55 y más años,2013T3,19.0,11,2013,3
Mujeres,Extremadura,55 y más años,2013T2,18.4,11,2013,2
Mujeres,Extremadura,55 y más años,2013T1,15.6,11,2013,1
Mujeres,Extremadura,55 y más años,2012T4,16.2,11,2012,4
Mujeres,Extremadura,55 y más años,2012T3,16.5,11,2012,3
Mujeres,Extremadura,55 y más años,2012T2,15.3,11,2012,2
Mujeres,Extremadura,55 y más años,2012T1,14.1,11,2012,1
Mujeres,Extremadura,55 y más años,2011T4,14.1,11,2011,4
Mujeres,Extremadura,55 y más años,2011T3,15.3,11,2011,3
Mujeres,Extremadura,55 y más años,2011T2,16.1,11,2011,2
Mujeres,Extremadura,55 y más años,2011T1,15.3,11,2011,1
Mujeres,Galicia,De 16 a 19 años,2020T4,0.6,12,2020,4
Mujeres,Galicia,De 16 a 19 años,2020T3,1.2,12,2020,3
Mujeres,Galicia,De 16 a 19 años,2020T2,1.2,12,2020,2
Mujeres,Galicia,De 16 a 19 años,2020T1,1.1,12,2020,1
Mujeres,Galicia,De 16 a 19 años,2019T4,1.3,12,2019,4
Mujeres,Galicia,De 16 a 19 años,2019T3,2.6,12,2019,3
Mujeres,Galicia,De 16 a 19 años,2019T2,1.8,12,2019,2
Mujeres,Galicia,De 16 a 19 años,2019T1,0.9,12,2019,1
Mujeres,Galicia,De 16 a 19 años,2018T4,0.8,12,2018,4
Mujeres,Galicia,De 16 a 19 años,2018T3,1.6,12,2018,3
Mujeres,Galicia,De 16 a 19 años,2018T2,0.8,12,2018,2
Mujeres,Galicia,De 16 a 19 años,2018T1,1.3,12,2018,1
Mujeres,Galicia,De 16 a 19 años,2017T4,1.5,12,2017,4
Mujeres,Galicia,De 16 a 19 años,2017T3,2.3,12,2017,3
Mujeres,Galicia,De 16 a 19 años,2017T2,1.2,12,2017,2
Mujeres,Galicia,De 16 a 19 años,2017T1,0.7,12,2017,1
Mujeres,Galicia,De 16 a 19 años,2016T4,1.1,12,2016,4
Mujeres,Galicia,De 16 a 19 años,2016T3,1.5,12,2016,3
Mujeres,Galicia,De 16 a 19 años,2016T2,1.0,12,2016,2
Mujeres,Galicia,De 16 a 19 años,2016T1,1.3,12,2016,1
Mujeres,Galicia,De 16 a 19 años,2015T4,1.3,12,2015,4
Mujeres,Galicia,De 16 a 19 años,2015T3,1.8,12,2015,3
Mujeres,Galicia,De 16 a 19 años,2015T2,0.9,12,2015,2
Mujeres,Galicia,De 16 a 19 años,2015T1,1.1,12,2015,1
Mujeres,Galicia,De 16 a 19 años,2014T4,0.8,12,2014,4
Mujeres,Galicia,De 16 a 19 años,2014T3,1.3,12,2014,3
Mujeres,Galicia,De 16 a 19 años,2014T2,1.3,12,2014,2
Mujeres,Galicia,De 16 a 19 años,2014T1,1.1,12,2014,1
Mujeres,Galicia,De 16 a 19 años,2013T4,0.7,12,2013,4
Mujeres,Galicia,De 16 a 19 años,2013T3,1.2,12,2013,3
Mujeres,Galicia,De 16 a 19 años,2013T2,1.0,12,2013,2
Mujeres,Galicia,De 16 a 19 años,2013T1,0.8,12,2013,1
Mujeres,Galicia,De 16 a 19 años,2012T4,1.9,12,2012,4
Mujeres,Galicia,De 16 a 19 años,2012T3,2.4,12,2012,3
Mujeres,Galicia,De 16 a 19 años,2012T2,2.1,12,2012,2
Mujeres,Galicia,De 16 a 19 años,2012T1,2.2,12,2012,1
Mujeres,Galicia,De 16 a 19 años,2011T4,2.7,12,2011,4
Mujeres,Galicia,De 16 a 19 años,2011T3,3.9,12,2011,3
Mujeres,Galicia,De 16 a 19 años,2011T2,2.4,12,2011,2
Mujeres,Galicia,De 16 a 19 años,2011T1,2.2,12,2011,1
Mujeres,Galicia,De 20 a 24 años,2020T4,11.2,12,2020,4
Mujeres,Galicia,De 20 a 24 años,2020T3,12.1,12,2020,3
Mujeres,Galicia,De 20 a 24 años,2020T2,12.4,12,2020,2
Mujeres,Galicia,De 20 a 24 años,2020T1,15.3,12,2020,1
Mujeres,Galicia,De 20 a 24 años,2019T4,16.5,12,2019,4
Mujeres,Galicia,De 20 a 24 años,2019T3,17.0,12,2019,3
Mujeres,Galicia,De 20 a 24 años,2019T2,15.3,12,2019,2
Mujeres,Galicia,De 20 a 24 años,2019T1,14.2,12,2019,1
Mujeres,Galicia,De 20 a 24 años,2018T4,15.9,12,2018,4
Mujeres,Galicia,De 20 a 24 años,2018T3,16.6,12,2018,3
Mujeres,Galicia,De 20 a 24 años,2018T2,16.4,12,2018,2
Mujeres,Galicia,De 20 a 24 años,2018T1,15.6,12,2018,1
Mujeres,Galicia,De 20 a 24 años,2017T4,17.1,12,2017,4
Mujeres,Galicia,De 20 a 24 años,2017T3,20.0,12,2017,3
Mujeres,Galicia,De 20 a 24 años,2017T2,17.0,12,2017,2
Mujeres,Galicia,De 20 a 24 años,2017T1,17.0,12,2017,1
Mujeres,Galicia,De 20 a 24 años,2016T4,15.7,12,2016,4
Mujeres,Galicia,De 20 a 24 años,2016T3,17.2,12,2016,3
Mujeres,Galicia,De 20 a 24 años,2016T2,13.7,12,2016,2
Mujeres,Galicia,De 20 a 24 años,2016T1,14.1,12,2016,1
Mujeres,Galicia,De 20 a 24 años,2015T4,14.9,12,2015,4
Mujeres,Galicia,De 20 a 24 años,2015T3,18.4,12,2015,3
Mujeres,Galicia,De 20 a 24 años,2015T2,16.1,12,2015,2
Mujeres,Galicia,De 20 a 24 años,2015T1,16.1,12,2015,1
Mujeres,Galicia,De 20 a 24 años,2014T4,13.0,12,2014,4
Mujeres,Galicia,De 20 a 24 años,2014T3,16.6,12,2014,3
Mujeres,Galicia,De 20 a 24 años,2014T2,17.2,12,2014,2
Mujeres,Galicia,De 20 a 24 años,2014T1,16.3,12,2014,1
Mujeres,Galicia,De 20 a 24 años,2013T4,17.2,12,2013,4
Mujeres,Galicia,De 20 a 24 años,2013T3,19.2,12,2013,3
Mujeres,Galicia,De 20 a 24 años,2013T2,15.3,12,2013,2
Mujeres,Galicia,De 20 a 24 años,2013T1,15.4,12,2013,1
Mujeres,Galicia,De 20 a 24 años,2012T4,17.9,12,2012,4
Mujeres,Galicia,De 20 a 24 años,2012T3,19.3,12,2012,3
Mujeres,Galicia,De 20 a 24 años,2012T2,19.2,12,2012,2
Mujeres,Galicia,De 20 a 24 años,2012T1,20.7,12,2012,1
Mujeres,Galicia,De 20 a 24 años,2011T4,21.4,12,2011,4
Mujeres,Galicia,De 20 a 24 años,2011T3,23.0,12,2011,3
Mujeres,Galicia,De 20 a 24 años,2011T2,20.4,12,2011,2
Mujeres,Galicia,De 20 a 24 años,2011T1,19.0,12,2011,1
Mujeres,Galicia,De 25 a 34 años,2020T4,83.5,12,2020,4
Mujeres,Galicia,De 25 a 34 años,2020T3,81.6,12,2020,3
Mujeres,Galicia,De 25 a 34 años,2020T2,78.1,12,2020,2
Mujeres,Galicia,De 25 a 34 años,2020T1,84.9,12,2020,1
Mujeres,Galicia,De 25 a 34 años,2019T4,90.4,12,2019,4
Mujeres,Galicia,De 25 a 34 años,2019T3,88.2,12,2019,3
Mujeres,Galicia,De 25 a 34 años,2019T2,92.3,12,2019,2
Mujeres,Galicia,De 25 a 34 años,2019T1,90.4,12,2019,1
Mujeres,Galicia,De 25 a 34 años,2018T4,93.7,12,2018,4
Mujeres,Galicia,De 25 a 34 años,2018T3,93.1,12,2018,3
Mujeres,Galicia,De 25 a 34 años,2018T2,94.2,12,2018,2
Mujeres,Galicia,De 25 a 34 años,2018T1,89.9,12,2018,1
Mujeres,Galicia,De 25 a 34 años,2017T4,94.3,12,2017,4
Mujeres,Galicia,De 25 a 34 años,2017T3,93.4,12,2017,3
Mujeres,Galicia,De 25 a 34 años,2017T2,95.4,12,2017,2
Mujeres,Galicia,De 25 a 34 años,2017T1,91.9,12,2017,1
Mujeres,Galicia,De 25 a 34 años,2016T4,97.2,12,2016,4
Mujeres,Galicia,De 25 a 34 años,2016T3,96.8,12,2016,3
Mujeres,Galicia,De 25 a 34 años,2016T2,95.4,12,2016,2
Mujeres,Galicia,De 25 a 34 años,2016T1,100.2,12,2016,1
Mujeres,Galicia,De 25 a 34 años,2015T4,101.0,12,2015,4
Mujeres,Galicia,De 25 a 34 años,2015T3,101.8,12,2015,3
Mujeres,Galicia,De 25 a 34 años,2015T2,100.5,12,2015,2
Mujeres,Galicia,De 25 a 34 años,2015T1,95.0,12,2015,1
Mujeres,Galicia,De 25 a 34 años,2014T4,103.0,12,2014,4
Mujeres,Galicia,De 25 a 34 años,2014T3,106.0,12,2014,3
Mujeres,Galicia,De 25 a 34 años,2014T2,104.4,12,2014,2
Mujeres,Galicia,De 25 a 34 años,2014T1,103.4,12,2014,1
Mujeres,Galicia,De 25 a 34 años,2013T4,109.5,12,2013,4
Mujeres,Galicia,De 25 a 34 años,2013T3,109.2,12,2013,3
Mujeres,Galicia,De 25 a 34 años,2013T2,109.5,12,2013,2
Mujeres,Galicia,De 25 a 34 años,2013T1,110.5,12,2013,1
Mujeres,Galicia,De 25 a 34 años,2012T4,117.9,12,2012,4
Mujeres,Galicia,De 25 a 34 años,2012T3,121.2,12,2012,3
Mujeres,Galicia,De 25 a 34 años,2012T2,118.3,12,2012,2
Mujeres,Galicia,De 25 a 34 años,2012T1,118.5,12,2012,1
Mujeres,Galicia,De 25 a 34 años,2011T4,121.8,12,2011,4
Mujeres,Galicia,De 25 a 34 años,2011T3,124.9,12,2011,3
Mujeres,Galicia,De 25 a 34 años,2011T2,130.6,12,2011,2
Mujeres,Galicia,De 25 a 34 años,2011T1,128.9,12,2011,1
Mujeres,Galicia,De 35 a 44 años,2020T4,148.2,12,2020,4
Mujeres,Galicia,De 35 a 44 años,2020T3,152.8,12,2020,3
Mujeres,Galicia,De 35 a 44 años,2020T2,151.0,12,2020,2
Mujeres,Galicia,De 35 a 44 años,2020T1,152.6,12,2020,1
Mujeres,Galicia,De 35 a 44 años,2019T4,154.3,12,2019,4
Mujeres,Galicia,De 35 a 44 años,2019T3,155.9,12,2019,3
Mujeres,Galicia,De 35 a 44 años,2019T2,157.2,12,2019,2
Mujeres,Galicia,De 35 a 44 años,2019T1,158.2,12,2019,1
Mujeres,Galicia,De 35 a 44 años,2018T4,159.4,12,2018,4
Mujeres,Galicia,De 35 a 44 años,2018T3,161.1,12,2018,3
Mujeres,Galicia,De 35 a 44 años,2018T2,158.2,12,2018,2
Mujeres,Galicia,De 35 a 44 años,2018T1,156.1,12,2018,1
Mujeres,Galicia,De 35 a 44 años,2017T4,155.7,12,2017,4
Mujeres,Galicia,De 35 a 44 años,2017T3,154.1,12,2017,3
Mujeres,Galicia,De 35 a 44 años,2017T2,151.8,12,2017,2
Mujeres,Galicia,De 35 a 44 años,2017T1,153.5,12,2017,1
Mujeres,Galicia,De 35 a 44 años,2016T4,156.4,12,2016,4
Mujeres,Galicia,De 35 a 44 años,2016T3,155.5,12,2016,3
Mujeres,Galicia,De 35 a 44 años,2016T2,152.9,12,2016,2
Mujeres,Galicia,De 35 a 44 años,2016T1,151.9,12,2016,1
Mujeres,Galicia,De 35 a 44 años,2015T4,153.7,12,2015,4
Mujeres,Galicia,De 35 a 44 años,2015T3,149.6,12,2015,3
Mujeres,Galicia,De 35 a 44 años,2015T2,147.1,12,2015,2
Mujeres,Galicia,De 35 a 44 años,2015T1,146.5,12,2015,1
Mujeres,Galicia,De 35 a 44 años,2014T4,148.6,12,2014,4
Mujeres,Galicia,De 35 a 44 años,2014T3,149.2,12,2014,3
Mujeres,Galicia,De 35 a 44 años,2014T2,147.4,12,2014,2
Mujeres,Galicia,De 35 a 44 años,2014T1,145.8,12,2014,1
Mujeres,Galicia,De 35 a 44 años,2013T4,150.0,12,2013,4
Mujeres,Galicia,De 35 a 44 años,2013T3,149.1,12,2013,3
Mujeres,Galicia,De 35 a 44 años,2013T2,148.8,12,2013,2
Mujeres,Galicia,De 35 a 44 años,2013T1,149.8,12,2013,1
Mujeres,Galicia,De 35 a 44 años,2012T4,148.1,12,2012,4
Mujeres,Galicia,De 35 a 44 años,2012T3,150.0,12,2012,3
Mujeres,Galicia,De 35 a 44 años,2012T2,148.8,12,2012,2
Mujeres,Galicia,De 35 a 44 años,2012T1,148.7,12,2012,1
Mujeres,Galicia,De 35 a 44 años,2011T4,150.4,12,2011,4
Mujeres,Galicia,De 35 a 44 años,2011T3,146.3,12,2011,3
Mujeres,Galicia,De 35 a 44 años,2011T2,149.1,12,2011,2
Mujeres,Galicia,De 35 a 44 años,2011T1,148.2,12,2011,1
Mujeres,Galicia,De 45 a 54 años,2020T4,154.0,12,2020,4
Mujeres,Galicia,De 45 a 54 años,2020T3,151.7,12,2020,3
Mujeres,Galicia,De 45 a 54 años,2020T2,148.3,12,2020,2
Mujeres,Galicia,De 45 a 54 años,2020T1,148.8,12,2020,1
Mujeres,Galicia,De 45 a 54 años,2019T4,154.0,12,2019,4
Mujeres,Galicia,De 45 a 54 años,2019T3,157.2,12,2019,3
Mujeres,Galicia,De 45 a 54 años,2019T2,155.0,12,2019,2
Mujeres,Galicia,De 45 a 54 años,2019T1,154.1,12,2019,1
Mujeres,Galicia,De 45 a 54 años,2018T4,150.8,12,2018,4
Mujeres,Galicia,De 45 a 54 años,2018T3,151.5,12,2018,3
Mujeres,Galicia,De 45 a 54 años,2018T2,149.3,12,2018,2
Mujeres,Galicia,De 45 a 54 años,2018T1,145.2,12,2018,1
Mujeres,Galicia,De 45 a 54 años,2017T4,142.2,12,2017,4
Mujeres,Galicia,De 45 a 54 años,2017T3,142.0,12,2017,3
Mujeres,Galicia,De 45 a 54 años,2017T2,138.2,12,2017,2
Mujeres,Galicia,De 45 a 54 años,2017T1,135.5,12,2017,1
Mujeres,Galicia,De 45 a 54 años,2016T4,132.6,12,2016,4
Mujeres,Galicia,De 45 a 54 años,2016T3,135.2,12,2016,3
Mujeres,Galicia,De 45 a 54 años,2016T2,134.0,12,2016,2
Mujeres,Galicia,De 45 a 54 años,2016T1,127.7,12,2016,1
Mujeres,Galicia,De 45 a 54 años,2015T4,128.8,12,2015,4
Mujeres,Galicia,De 45 a 54 años,2015T3,128.1,12,2015,3
Mujeres,Galicia,De 45 a 54 años,2015T2,127.5,12,2015,2
Mujeres,Galicia,De 45 a 54 años,2015T1,123.9,12,2015,1
Mujeres,Galicia,De 45 a 54 años,2014T4,127.3,12,2014,4
Mujeres,Galicia,De 45 a 54 años,2014T3,127.4,12,2014,3
Mujeres,Galicia,De 45 a 54 años,2014T2,126.9,12,2014,2
Mujeres,Galicia,De 45 a 54 años,2014T1,128.4,12,2014,1
Mujeres,Galicia,De 45 a 54 años,2013T4,127.6,12,2013,4
Mujeres,Galicia,De 45 a 54 años,2013T3,124.8,12,2013,3
Mujeres,Galicia,De 45 a 54 años,2013T2,124.3,12,2013,2
Mujeres,Galicia,De 45 a 54 años,2013T1,122.9,12,2013,1
Mujeres,Galicia,De 45 a 54 años,2012T4,125.7,12,2012,4
Mujeres,Galicia,De 45 a 54 años,2012T3,126.0,12,2012,3
Mujeres,Galicia,De 45 a 54 años,2012T2,125.1,12,2012,2
Mujeres,Galicia,De 45 a 54 años,2012T1,126.3,12,2012,1
Mujeres,Galicia,De 45 a 54 años,2011T4,130.5,12,2011,4
Mujeres,Galicia,De 45 a 54 años,2011T3,126.3,12,2011,3
Mujeres,Galicia,De 45 a 54 años,2011T2,126.7,12,2011,2
Mujeres,Galicia,De 45 a 54 años,2011T1,127.7,12,2011,1
Mujeres,Galicia,55 y más años,2020T4,112.1,12,2020,4
Mujeres,Galicia,55 y más años,2020T3,106.4,12,2020,3
Mujeres,Galicia,55 y más años,2020T2,106.6,12,2020,2
Mujeres,Galicia,55 y más años,2020T1,105.5,12,2020,1
Mujeres,Galicia,55 y más años,2019T4,102.3,12,2019,4
Mujeres,Galicia,55 y más años,2019T3,100.4,12,2019,3
Mujeres,Galicia,55 y más años,2019T2,103.2,12,2019,2
Mujeres,Galicia,55 y más años,2019T1,102.2,12,2019,1
Mujeres,Galicia,55 y más años,2018T4,99.1,12,2018,4
Mujeres,Galicia,55 y más años,2018T3,97.8,12,2018,3
Mujeres,Galicia,55 y más años,2018T2,97.8,12,2018,2
Mujeres,Galicia,55 y más años,2018T1,93.8,12,2018,1
Mujeres,Galicia,55 y más años,2017T4,93.3,12,2017,4
Mujeres,Galicia,55 y más años,2017T3,96.3,12,2017,3
Mujeres,Galicia,55 y más años,2017T2,95.4,12,2017,2
Mujeres,Galicia,55 y más años,2017T1,96.1,12,2017,1
Mujeres,Galicia,55 y más años,2016T4,92.5,12,2016,4
Mujeres,Galicia,55 y más años,2016T3,91.8,12,2016,3
Mujeres,Galicia,55 y más años,2016T2,91.0,12,2016,2
Mujeres,Galicia,55 y más años,2016T1,89.8,12,2016,1
Mujeres,Galicia,55 y más años,2015T4,88.5,12,2015,4
Mujeres,Galicia,55 y más años,2015T3,86.8,12,2015,3
Mujeres,Galicia,55 y más años,2015T2,84.2,12,2015,2
Mujeres,Galicia,55 y más años,2015T1,82.6,12,2015,1
Mujeres,Galicia,55 y más años,2014T4,82.0,12,2014,4
Mujeres,Galicia,55 y más años,2014T3,77.2,12,2014,3
Mujeres,Galicia,55 y más años,2014T2,74.4,12,2014,2
Mujeres,Galicia,55 y más años,2014T1,75.8,12,2014,1
Mujeres,Galicia,55 y más años,2013T4,74.1,12,2013,4
Mujeres,Galicia,55 y más años,2013T3,74.2,12,2013,3
Mujeres,Galicia,55 y más años,2013T2,73.9,12,2013,2
Mujeres,Galicia,55 y más años,2013T1,74.3,12,2013,1
Mujeres,Galicia,55 y más años,2012T4,76.7,12,2012,4
Mujeres,Galicia,55 y más años,2012T3,78.2,12,2012,3
Mujeres,Galicia,55 y más años,2012T2,77.7,12,2012,2
Mujeres,Galicia,55 y más años,2012T1,77.4,12,2012,1
Mujeres,Galicia,55 y más años,2011T4,75.9,12,2011,4
Mujeres,Galicia,55 y más años,2011T3,78.5,12,2011,3
Mujeres,Galicia,55 y más años,2011T2,76.9,12,2011,2
Mujeres,Galicia,55 y más años,2011T1,73.3,12,2011,1
Mujeres,Madrid,De 16 a 19 años,2020T4,4.4,13,2020,4
Mujeres,Madrid,De 16 a 19 años,2020T3,4.7,13,2020,3
Mujeres,Madrid,De 16 a 19 años,2020T2,7.8,13,2020,2
Mujeres,Madrid,De 16 a 19 años,2020T1,6.6,13,2020,1
Mujeres,Madrid,De 16 a 19 años,2019T4,8.2,13,2019,4
Mujeres,Madrid,De 16 a 19 años,2019T3,7.1,13,2019,3
Mujeres,Madrid,De 16 a 19 años,2019T2,7.8,13,2019,2
Mujeres,Madrid,De 16 a 19 años,2019T1,8.3,13,2019,1
